,Rank,Country,Name,Publisher,Category,Rating,Price,Rating_count,Date,Continent
4267,18,Ireland,Hit the Button Maths,Topmarks Online Ltd,Education,4.35,3.99,17,2024-12-30,Europe
4268,19,Ireland,StaffWars,"TMI Media, LLC",Education,5.0,1.99,2,2024-12-30,Europe
4269,20,Ireland,My Little Princess : Fairy,My Town Games LTD,Education,4.24,3.99,29,2024-12-30,Europe
4270,21,Ireland,Ireland Geography Quiz,Nurten PIRLI,Education,0.0,1.99,0,2024-12-30,Europe
4271,22,Ireland,Learning numbers is funny!,ARAMAIS AYRAPETYAN,Education,3.33,2.99,3,2024-12-30,Europe
4272,23,Ireland,SkyView®,Terminal Eleven LLC,Education,4.7,2.99,37,2024-12-30,Europe
4273,24,Ireland,Driver Theory Test Ireland PRO,Iteration Mobile S.L,Education,4.63,6.99,427,2024-12-30,Europe
4274,25,Ireland,DTT Ireland Driver Theory Test,Ion Brumaru,Education,4.83,8.99,30,2024-12-30,Europe
4275,1,Ireland,Official Car/Bike DTT 2024,Prometric,Education,4.01,16.99,285,2024-12-31,Europe
4276,2,Ireland,iTheory Driver Theory Test IE,Autotheorie24 e.k.,Education,4.53,7.99,143,2024-12-31,Europe
4277,3,Ireland,Official Truck/Bus DTT 2024,Prometric,Education,3.69,16.99,13,2024-12-31,Europe
4278,4,Ireland,PANTHEON - Official,D'Uva Workshop s.r.l.,Education,0.0,1.99,0,2024-12-31,Europe
4279,5,Ireland,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,4.71,29.99,21,2024-12-31,Europe
4280,6,Ireland,ABRSM Music Theory Trainer,The Associated Board of the Royal Schools of Music (Publishing) Limited,Education,4.0,5.99,4,2024-12-31,Europe
4281,7,Ireland,SkyView®,Terminal Eleven LLC,Education,4.7,2.99,37,2024-12-31,Europe
4282,8,Ireland,Driver Theory Test Ireland PRO,Iteration Mobile S.L,Education,4.63,6.99,427,2024-12-31,Europe
4283,9,Ireland,Gruffalo: Games,Magic Light Pictures Ltd.,Education,5.0,2.99,2,2024-12-31,Europe
4284,10,Ireland,Hairy Letters,Nessy Learning Limited,Education,4.0,2.99,3,2024-12-31,Europe
4285,11,Ireland,Word Wizard for Kids School Ed,Pierre Abel,Education,4.0,9.99,4,2024-12-31,Europe
4286,12,Ireland,Hey Duggee: The Counting Badge,BBC Studios Distribution Ltd.,Education,4.0,2.99,4,2024-12-31,Europe
4287,13,Ireland,Driving Theory Test 4 in 1 Kit,Driving Test Success Limited,Education,4.74,5.99,81,2024-12-31,Europe
4288,14,Ireland,DTT Ireland Driver Theory Test,Ion Brumaru,Education,4.83,8.99,30,2024-12-31,Europe
4289,15,Ireland,Pocket Universe - Astronomy,John Kennedy,Education,4.17,2.99,18,2024-12-31,Europe
4290,16,Ireland,Official DVSA Theory Test Kit,TSO (The Stationery Office),Education,5.0,5.99,5,2024-12-31,Europe
4291,17,Ireland,StarMap 3D+ Plus: Star Gazing,Sanville Software,Education,4.84,2.99,25,2024-12-31,Europe
4292,18,Ireland,Leaving Cert Chemistry 2022,Peter Gaffney,Education,4.0,5.99,1,2024-12-31,Europe
4293,19,Ireland,DVSA Hazard Perception,TSO (The Stationery Office),Education,0.0,2.99,0,2024-12-31,Europe
4294,20,Ireland,Marble Math Junior,Artgig Studio,Education,4.63,3.99,16,2024-12-31,Europe
4295,21,Ireland,World atlas & map MxGeo Pro,Hans-Peter Bahn,Education,5.0,3.99,1,2024-12-31,Europe
4296,22,Ireland,"Official DVSA Theory Test Kit, Highway Code and DfT Know Your Traffic Signs Bundle",TSO (The Stationery Office),Education,0.0,9.99,0,2024-12-31,Europe
4297,23,Ireland,The K53 Learner's Test App,App Developer Studio Cc,Education,0.0,1.99,0,2024-12-31,Europe
4298,24,Ireland,Multiplication Flashcards.,Preschool Prep Company,Education,0.0,0.99,0,2024-12-31,Europe
4299,25,Ireland,Multiplication 3 Game,Preschool Prep Company,Education,0.0,0.99,0,2024-12-31,Europe
4300,1,Israel,Worlds smallest violin ™,Nikola Milic,Entertainment,4.12,7.9,26,2024-12-30,Asia
4301,2,Israel,Universe Splitter,Aerfish LLC,Entertainment,5.0,7.9,3,2024-12-30,Asia
4302,3,Israel,GSE SMART IPTV PRO,droidvision,Entertainment,4.8,9.9,10,2024-12-30,Asia
4303,4,Israel,Little Kitten-Kids Pet Cat Sim,Squeakosaurus ug & co. kg,Entertainment,4.69,19.9,13,2024-12-30,Asia
4304,5,Israel,Vidi · Media Center,Plata o Plomo AB,Entertainment,0.0,17.9,0,2024-12-30,Asia
4305,6,Israel,In the Night Garden Activities,P2 Entertainment Ltd,Entertainment,0.0,9.9,0,2024-12-30,Asia
4306,7,Israel,My PlayHome,PlayHome Software Ltd,Entertainment,4.04,14.9,25,2024-12-30,Asia
4307,8,Israel,My PlayHome Stores,PlayHome Software Ltd,Entertainment,4.46,9.9,13,2024-12-30,Asia
4308,9,Israel,My PlayHome Hospital,PlayHome Software Ltd,Entertainment,4.56,9.9,9,2024-12-30,Asia
4309,10,Israel,XLR8,"2XL Games, Inc.",Entertainment,1.0,17.9,2,2024-12-30,Asia
4310,11,Israel,My PlayHome School,PlayHome Software Ltd,Entertainment,4.6,9.9,15,2024-12-30,Asia
4311,12,Israel,Strange Planet Stickers,"KED, LLC",Entertainment,0.0,7.9,0,2024-12-30,Asia
4312,13,Israel,Countdown App,Ryan Boyling,Entertainment,2.48,2.9,176,2024-12-30,Asia
4313,14,Israel,Beardify - Beard Photo Booth,Apptly LLC,Entertainment,5.0,2.9,4,2024-12-30,Asia
4314,15,Israel,Little Kitten Adventure Games,Squeakosaurus ug & co. kg,Entertainment,4.44,19.9,9,2024-12-30,Asia
4315,16,Israel,Ombi,Jamie Rees,Entertainment,4.0,9.9,6,2024-12-30,Asia
4316,17,Israel,Pocket God,Bolt Creative,Entertainment,4.57,2.9,7,2024-12-30,Asia
4317,18,Israel,FyTube - YouTube ללא פרסומות,Daniel PerlerA,Entertainment,5.0,34.9,5,2024-12-30,Asia
4318,19,Israel,Akinator VIP,Elokence,Entertainment,4.0,14.9,18,2024-12-30,Asia
4319,20,Israel,AVPlayer,EPLAYWORKS,Entertainment,4.17,9.9,6,2024-12-30,Asia
4320,21,Israel,1500 Ringtones Unlimited - Download the best iPhone Ringtones,Mobgen Apps Inc,Entertainment,3.0,2.9,6,2024-12-30,Asia
4321,22,Israel,VLC Streamer Pro,Hobbyist Software Limited,Entertainment,4.83,29.9,23,2024-12-30,Asia
4322,23,Israel,Let's create! Pottery HD,Infinite Dreams Inc.,Entertainment,4.0,17.9,19,2024-12-30,Asia
4323,24,Israel,Blower,Qneo,Entertainment,4.36,7.9,14,2024-12-30,Asia
4324,25,Israel,GoodPlayer,"Wuhan TrustComputing IT Co., Ltd.",Entertainment,3.5,9.9,2,2024-12-30,Asia
4325,1,Israel,Worlds smallest violin ™,Nikola Milic,Entertainment,4.12,7.9,26,2024-12-31,Asia
4326,2,Israel,Universe Splitter,Aerfish LLC,Entertainment,5.0,7.9,3,2024-12-31,Asia
4327,3,Israel,Vidi · Media Center,Plata o Plomo AB,Entertainment,0.0,17.9,0,2024-12-31,Asia
4328,4,Israel,Pocket God,Bolt Creative,Entertainment,4.57,2.9,7,2024-12-31,Asia
4329,5,Israel,שידור חי - IPTV Smart Pro,Mehmet Akif Saroglu,Entertainment,4.33,9.9,3,2024-12-31,Asia
4330,6,Israel,The Architect of Predictions,Guilherme Del Frate,Entertainment,5.0,299.9,1,2024-12-31,Asia
4331,7,Israel,Smart IPTV,Muhammad Wajih Ul Hassan,Entertainment,0.0,69.9,0,2024-12-31,Asia
4332,8,Israel,GSE SMART IPTV PRO,droidvision,Entertainment,4.8,9.9,10,2024-12-31,Asia
4333,9,Israel,Little Kitten-Kids Pet Cat Sim,Squeakosaurus ug & co. kg,Entertainment,4.69,19.9,13,2024-12-31,Asia
4334,10,Israel,In the Night Garden Activities,P2 Entertainment Ltd,Entertainment,0.0,9.9,0,2024-12-31,Asia
4335,11,Israel,My PlayHome,PlayHome Software Ltd,Entertainment,4.04,14.9,25,2024-12-31,Asia
4336,12,Israel,My PlayHome Stores,PlayHome Software Ltd,Entertainment,4.46,9.9,13,2024-12-31,Asia
4337,13,Israel,My PlayHome Hospital,PlayHome Software Ltd,Entertainment,4.56,9.9,9,2024-12-31,Asia
4338,14,Israel,XLR8,"2XL Games, Inc.",Entertainment,1.0,17.9,2,2024-12-31,Asia
4339,15,Israel,My PlayHome School,PlayHome Software Ltd,Entertainment,4.6,9.9,15,2024-12-31,Asia
4340,16,Israel,Strange Planet Stickers,"KED, LLC",Entertainment,0.0,7.9,0,2024-12-31,Asia
4341,17,Israel,Countdown App,Ryan Boyling,Entertainment,2.48,2.9,176,2024-12-31,Asia
4342,18,Israel,Beardify - Beard Photo Booth,Apptly LLC,Entertainment,5.0,2.9,4,2024-12-31,Asia
4343,19,Israel,Little Kitten Adventure Games,Squeakosaurus ug & co. kg,Entertainment,4.44,19.9,9,2024-12-31,Asia
4344,20,Israel,Ombi,Jamie Rees,Entertainment,4.0,9.9,6,2024-12-31,Asia
4345,21,Israel,Akinator VIP,Elokence,Entertainment,4.0,14.9,18,2024-12-31,Asia
4346,22,Israel,AVPlayer,EPLAYWORKS,Entertainment,4.17,9.9,6,2024-12-31,Asia
4347,23,Israel,1500 Ringtones Unlimited - Download the best iPhone Ringtones,Mobgen Apps Inc,Entertainment,3.0,2.9,6,2024-12-31,Asia
4348,24,Israel,VLC Streamer Pro,Hobbyist Software Limited,Entertainment,4.83,29.9,23,2024-12-31,Asia
4349,25,Israel,Let's create! Pottery HD,Infinite Dreams Inc.,Entertainment,4.0,17.9,19,2024-12-31,Asia
4350,1,Israel,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,3.56,89.9,27,2024-12-30,Asia
4351,2,Israel,עברתי,Aviv Shaal,Education,4.61,14.9,82,2024-12-30,Asia
4352,3,Israel,SkyView®,Terminal Eleven LLC,Education,4.92,9.9,25,2024-12-30,Asia
4353,4,Israel,PANTHEON - Official,D'Uva Workshop s.r.l.,Education,0.0,7.9,0,2024-12-30,Asia
4354,5,Israel,פתרונות פסיכומטרי אוצר מילים A,Dor Pascal,Education,5.0,2.9,2,2024-12-30,Asia
4355,6,Israel,GENKI Vocab for 3rd Ed.,"The Japan Times Publishing, Ltd.",Education,4.0,19.9,1,2024-12-30,Asia
4356,7,Israel,Magic Cube Algorithms,巍 赵,Education,5.0,14.9,2,2024-12-30,Asia
4357,8,Israel,Tigrigna Fidelat,Filmon Eyassu,Education,4.0,9.9,6,2024-12-30,Asia
4358,9,Israel,MyTeeth,Vogelbusch & Co,Education,0.0,7.9,0,2024-12-30,Asia
4359,10,Israel,לימוד תאוריה 10 פלוס,Andrey Feldman,Education,4.78,2.9,86,2024-12-30,Asia
4360,11,Israel,שעון פסיכומטרי,Dor Pascal,Education,5.0,2.9,2,2024-12-30,Asia
4361,12,Israel,All Hebrew Verbs,Andrey Kostarev,Education,5.0,14.9,1,2024-12-30,Asia
4362,13,Israel,Earth 3D - World Atlas,3Planesoft,Education,4.56,9.9,9,2024-12-30,Asia
4363,14,Israel,Maths Formulas,NSC CO. PTY LTD,Education,0.0,7.9,0,2024-12-30,Asia
4364,15,Israel,ספר צביעה נסיכות לילדים,Raymond GUITTONNEAU,Education,3.0,14.9,1,2024-12-30,Asia
4365,16,Israel,Prepware Aviation Maintenance,ASA,Education,0.0,34.9,0,2024-12-30,Asia
4366,17,Israel,TestIL - מרתון מבחני תאוריה,Avi Yosipovitch,Education,0.0,14.9,0,2024-12-30,Asia
4367,18,Israel,Video Touch - Wild Animals,SoundTouch Interactive LTD,Education,5.0,9.9,1,2024-12-30,Asia
4368,19,Israel,LOOPIMAL by YATATOY,YATATOY,Education,5.0,17.9,3,2024-12-30,Asia
4369,20,Israel,GENKI Conjugation Cards,"The Japan Times Publishing, Ltd.",Education,0.0,19.9,0,2024-12-30,Asia
4370,21,Israel,Wild Kratts World Adventure,PBS KIDS,Education,0.0,14.9,0,2024-12-30,Asia
4371,22,Israel,Тесты на развитие 4-5 лет,"White Stripe, spol. s r.o.",Education,0.0,7.9,0,2024-12-30,Asia
4372,23,Israel,الحروف العربية للاطفال,Nesad Kadric,Education,0.0,9.9,0,2024-12-30,Asia
4373,24,Israel,Quick Confidence Interval,MSYapps,Education,0.0,2.9,0,2024-12-30,Asia
4374,25,Israel,ЧИТАНИЯ. Учимся читать!,Uzelki LLC,Education,4.96,149.9,25,2024-12-30,Asia
4375,1,Israel,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,3.56,89.9,27,2024-12-31,Asia
4376,2,Israel,עברתי,Aviv Shaal,Education,4.61,14.9,82,2024-12-31,Asia
4377,3,Israel,GENKI Vocab for 3rd Ed.,"The Japan Times Publishing, Ltd.",Education,4.0,19.9,1,2024-12-31,Asia
4378,4,Israel,שעון פסיכומטרי,Dor Pascal,Education,5.0,2.9,2,2024-12-31,Asia
4379,5,Israel,דה אינפנייט ארקייד Tinybop,Tinybop Inc.,Education,4.0,14.9,2,2024-12-31,Asia
4380,6,Israel,CE5 Contact,Sirius Technology Advanced Research,Education,0.0,34.9,0,2024-12-31,Asia
4381,7,Israel,הכל מכונה מאת Tinybop,Tinybop Inc.,Education,3.67,14.9,3,2024-12-31,Asia
4382,8,Israel,המפלצות מבית היוצר של Tinybop,Tinybop Inc.,Education,0.0,9.9,0,2024-12-31,Asia
4383,9,Israel,GeoGeek AR - Geography Quiz,MASK App Developing,Education,3.0,49.9,2,2024-12-31,Asia
4384,10,Israel,SkyView®,Terminal Eleven LLC,Education,4.92,9.9,25,2024-12-31,Asia
4385,11,Israel,PANTHEON - Official,D'Uva Workshop s.r.l.,Education,0.0,7.9,0,2024-12-31,Asia
4386,12,Israel,פתרונות פסיכומטרי אוצר מילים A,Dor Pascal,Education,5.0,2.9,2,2024-12-31,Asia
4387,13,Israel,Mensa IQ Check,Barnstorm Games,Education,5.0,7.9,1,2024-12-31,Asia
4388,14,Israel,Magic Cube Algorithms,巍 赵,Education,5.0,14.9,2,2024-12-31,Asia
4389,15,Israel,Tigrigna Fidelat,Filmon Eyassu,Education,4.0,9.9,6,2024-12-31,Asia
4390,16,Israel,MyTeeth,Vogelbusch & Co,Education,0.0,7.9,0,2024-12-31,Asia
4391,17,Israel,לימוד תאוריה 10 פלוס,Andrey Feldman,Education,4.78,2.9,86,2024-12-31,Asia
4392,18,Israel,All Hebrew Verbs,Andrey Kostarev,Education,5.0,14.9,1,2024-12-31,Asia
4393,19,Israel,Earth 3D - World Atlas,3Planesoft,Education,4.56,9.9,9,2024-12-31,Asia
4394,20,Israel,Maths Formulas,NSC CO. PTY LTD,Education,0.0,7.9,0,2024-12-31,Asia
4395,21,Israel,ספר צביעה נסיכות לילדים,Raymond GUITTONNEAU,Education,3.0,14.9,1,2024-12-31,Asia
4396,22,Israel,Prepware Aviation Maintenance,ASA,Education,0.0,34.9,0,2024-12-31,Asia
4397,23,Israel,TestIL - מרתון מבחני תאוריה,Avi Yosipovitch,Education,0.0,14.9,0,2024-12-31,Asia
4398,24,Israel,Video Touch - Wild Animals,SoundTouch Interactive LTD,Education,5.0,9.9,1,2024-12-31,Asia
4399,25,Israel,LOOPIMAL by YATATOY,YATATOY,Education,5.0,17.9,3,2024-12-31,Asia
4400,1,Kazakhstan,Universe Splitter,Aerfish LLC,Entertainment,0.0,999.0,0,2024-12-30,Asia
4401,2,Kazakhstan,Little Kitten My Pet Kitty Cat,Squeakosaurus ug & co. kg,Entertainment,4.69,2.0,29,2024-12-30,Asia
4402,3,Kazakhstan,Pocket God,Bolt Creative,Entertainment,5.0,499.0,1,2024-12-30,Asia
4403,4,Kazakhstan,Shorts Blocker for YouTube,Yevhen Tretiakov,Entertainment,1.0,499.0,1,2024-12-30,Asia
4404,5,Kazakhstan,737 Flight Simulator,Justyna Zablocka,Entertainment,3.0,999.0,2,2024-12-30,Asia
4405,6,Kazakhstan,Chinese Characters Guessing 1,"Beijing IncaseDo Education Technology Co., Ltd.",Entertainment,0.0,499.0,0,2024-12-30,Asia
4406,7,Kazakhstan,Omega TV,Inna Yunisova,Entertainment,0.0,1.0,0,2024-12-30,Asia
4407,8,Kazakhstan,AVPlayer,EPLAYWORKS,Entertainment,4.3,1.0,10,2024-12-30,Asia
4408,9,Kazakhstan,Akinator VIP,Elokence,Entertainment,4.3,1.0,10,2024-12-30,Asia
4409,10,Kazakhstan,Бомба - игры для компании,"Lunapp, TOO",Entertainment,0.0,499.0,0,2024-12-30,Asia
4410,11,Kazakhstan,OPlayer - video player,"Suzhou Totoro Network Technology Co., Ltd.",Entertainment,4.4,1.0,10,2024-12-30,Asia
4411,12,Kazakhstan,Yunisov TV (тв онлайн),Ruslan Yunisov,Entertainment,2.58,999.0,12,2024-12-30,Asia
4412,13,Kazakhstan,Let's create! Pottery HD,Infinite Dreams Inc.,Entertainment,5.0,2.0,6,2024-12-30,Asia
4413,14,Kazakhstan,Little Kitten Adventure Games,Squeakosaurus ug & co. kg,Entertainment,4.5,2.0,10,2024-12-30,Asia
4414,15,Kazakhstan,Super Tank Battle - MobileArmy,Oscar Tsang,Entertainment,3.91,4.0,11,2024-12-30,Asia
4415,16,Kazakhstan,Toca Hair Salon Me,Toca Boca AB,Entertainment,5.0,2.0,2,2024-12-30,Asia
4416,17,Kazakhstan,Календарь праздников,Buzzworthy Vibe Co.,Entertainment,5.0,1.0,5,2024-12-30,Asia
4417,18,Kazakhstan,Beardify - Beard Photo Booth,Apptly LLC,Entertainment,0.0,499.0,0,2024-12-30,Asia
4418,19,Kazakhstan,GoodPlayer,"Wuhan TrustComputing IT Co., Ltd.",Entertainment,2.0,1.0,1,2024-12-30,Asia
4419,20,Kazakhstan,Tesla Toy,PDJ Apps,Entertainment,4.33,999.0,6,2024-12-30,Asia
4420,21,Kazakhstan,1500 Ringtones Unlimited - Download the best iPhone Ringtones,Mobgen Apps Inc,Entertainment,1.0,499.0,1,2024-12-30,Asia
4421,22,Kazakhstan,Fish Fingers! 3D Interactive Aquarium,Useless Creations Pty Ltd,Entertainment,2.67,499.0,3,2024-12-30,Asia
4422,23,Kazakhstan,Alien10,Saddiq Rahim,Entertainment,1.0,999.0,1,2024-12-30,Asia
4423,24,Kazakhstan,Baldify - Go Bald,Apptly LLC,Entertainment,5.0,499.0,2,2024-12-30,Asia
4424,25,Kazakhstan,Oldify - Old Face App,Apptly LLC,Entertainment,3.0,499.0,4,2024-12-30,Asia
4425,1,Kazakhstan,Universe Splitter,Aerfish LLC,Entertainment,0.0,999.0,0,2024-12-31,Asia
4426,2,Kazakhstan,Бомба - игры для компании,"Lunapp, TOO",Entertainment,0.0,499.0,0,2024-12-31,Asia
4427,3,Kazakhstan,Yunisov TV (тв онлайн),Ruslan Yunisov,Entertainment,2.58,999.0,12,2024-12-31,Asia
4428,4,Kazakhstan,Countdown App,Ryan Boyling,Entertainment,2.56,499.0,162,2024-12-31,Asia
4429,5,Kazakhstan,Little Kitten My Pet Kitty Cat,Squeakosaurus ug & co. kg,Entertainment,4.69,2.0,29,2024-12-31,Asia
4430,6,Kazakhstan,Pocket God,Bolt Creative,Entertainment,5.0,499.0,1,2024-12-31,Asia
4431,7,Kazakhstan,Shorts Blocker for YouTube,Yevhen Tretiakov,Entertainment,1.0,499.0,1,2024-12-31,Asia
4432,8,Kazakhstan,737 Flight Simulator,Justyna Zablocka,Entertainment,3.0,999.0,2,2024-12-31,Asia
4433,9,Kazakhstan,Chinese Characters Guessing 1,"Beijing IncaseDo Education Technology Co., Ltd.",Entertainment,0.0,499.0,0,2024-12-31,Asia
4434,10,Kazakhstan,AVPlayer,EPLAYWORKS,Entertainment,4.3,1.0,10,2024-12-31,Asia
4435,11,Kazakhstan,Akinator VIP,Elokence,Entertainment,4.3,1.0,10,2024-12-31,Asia
4436,12,Kazakhstan,OPlayer - video player,"Suzhou Totoro Network Technology Co., Ltd.",Entertainment,4.4,1.0,10,2024-12-31,Asia
4437,13,Kazakhstan,Let's create! Pottery HD,Infinite Dreams Inc.,Entertainment,5.0,2.0,6,2024-12-31,Asia
4438,14,Kazakhstan,Little Kitten Adventure Games,Squeakosaurus ug & co. kg,Entertainment,4.5,2.0,10,2024-12-31,Asia
4439,15,Kazakhstan,Super Tank Battle - MobileArmy,Oscar Tsang,Entertainment,3.91,4.0,11,2024-12-31,Asia
4440,16,Kazakhstan,Toca Hair Salon Me,Toca Boca AB,Entertainment,5.0,2.0,2,2024-12-31,Asia
4441,17,Kazakhstan,Календарь праздников,Buzzworthy Vibe Co.,Entertainment,5.0,1.0,5,2024-12-31,Asia
4442,18,Kazakhstan,Beardify - Beard Photo Booth,Apptly LLC,Entertainment,0.0,499.0,0,2024-12-31,Asia
4443,19,Kazakhstan,GoodPlayer,"Wuhan TrustComputing IT Co., Ltd.",Entertainment,2.0,1.0,1,2024-12-31,Asia
4444,20,Kazakhstan,Tesla Toy,PDJ Apps,Entertainment,4.33,999.0,6,2024-12-31,Asia
4445,21,Kazakhstan,1500 Ringtones Unlimited - Download the best iPhone Ringtones,Mobgen Apps Inc,Entertainment,1.0,499.0,1,2024-12-31,Asia
4446,22,Kazakhstan,Fish Fingers! 3D Interactive Aquarium,Useless Creations Pty Ltd,Entertainment,2.67,499.0,3,2024-12-31,Asia
4447,23,Kazakhstan,Alien10,Saddiq Rahim,Entertainment,1.0,999.0,1,2024-12-31,Asia
4448,24,Kazakhstan,Baldify - Go Bald,Apptly LLC,Entertainment,5.0,499.0,2,2024-12-31,Asia
4449,25,Kazakhstan,Oldify - Old Face App,Apptly LLC,Entertainment,3.0,499.0,4,2024-12-31,Asia
4450,1,Kazakhstan,Assyst – testing and exams,Denis Butko,Education,4.78,499.0,1104,2024-12-30,Asia
4451,2,Kazakhstan,3 күнде Құранға түсу,Shyngys Orynbassar,Education,4.64,0.0,25,2024-12-30,Asia
4452,3,Kazakhstan,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,3.78,12.0,9,2024-12-30,Asia
4453,4,Kazakhstan,Полиглот - Английские слова,Axidep LLC,Education,5.0,499.0,23,2024-12-30,Asia
4454,5,Kazakhstan,Полиглот 32 - Английский язык,Axidep LLC,Education,3.82,999.0,11,2024-12-30,Asia
4455,6,Kazakhstan,Полный Грамотей для детей!,Nekhoroshev Ilya,Education,4.63,499.0,8,2024-12-30,Asia
4456,7,Kazakhstan,WikiArt,Little Marvel Software Inc.,Education,5.0,2.0,5,2024-12-30,Asia
4457,8,Kazakhstan,Führerschein 2025 GOLD,theorie24 GmbH,Education,3.0,4.0,1,2024-12-30,Asia
4458,9,Kazakhstan,Little Mouse's Encyclopedia,Circus Atos,Education,4.43,2.0,7,2024-12-30,Asia
4459,10,Kazakhstan,Wagotabi: Learn Japanese,WAGOTABI LIMITED,Education,0.0,999.0,0,2024-12-30,Asia
4460,11,Kazakhstan,SOLAS Consolidated,Sergejs Zeigurs,Education,0.0,7.0,0,2024-12-30,Asia
4461,12,Kazakhstan,Words Lesson,Alexander Kondrashov,Education,3.89,1.0,9,2024-12-30,Asia
4462,13,Kazakhstan,"Human World for Kids, full app",CLEVERBIT LTD,Education,4.33,1.0,3,2024-12-30,Asia
4463,14,Kazakhstan,Nature for Kids and Toddlers,CLEVERBIT LTD,Education,5.0,1.0,4,2024-12-30,Asia
4464,15,Kazakhstan,ACS MyATLS,MyATLS,Education,0.0,4.0,0,2024-12-30,Asia
4465,16,Kazakhstan,iClef,Anousha Farshid,Education,0.0,1.0,0,2024-12-30,Asia
4466,17,Kazakhstan,Полиглот - Английский язык,Axidep LLC,Education,4.95,499.0,320,2024-12-30,Asia
4467,18,Kazakhstan,Полиглот 16 Английский язык,Dmitry Petrov Center LLC,Education,4.18,2.0,137,2024-12-30,Asia
4468,19,Kazakhstan,Английский язык с MyEnglish: слова и грамматика,CoverDevTeam,Education,4.89,999.0,18,2024-12-30,Asia
4469,20,Kazakhstan,Flashcards Deluxe,OrangeOrApple.com,Education,3.0,1.0,4,2024-12-30,Asia
4470,21,Kazakhstan,Polyglot - English Listening,Axidep LLC,Education,4.64,999.0,14,2024-12-30,Asia
4471,22,Kazakhstan,Полиглот - Английские артикли,Axidep LLC,Education,4.83,499.0,18,2024-12-30,Asia
4472,23,Kazakhstan,Toca Hair Salon 2,Toca Boca AB,Education,4.5,1.0,2,2024-12-30,Asia
4473,24,Kazakhstan,Учим буквы весело!,ARAMAIS AYRAPETYAN,Education,4.5,1.0,196,2024-12-30,Asia
4474,25,Kazakhstan,Toca Hair Salon 3,Toca Boca AB,Education,3.67,2.0,3,2024-12-30,Asia
4475,1,Kazakhstan,Assyst – testing and exams,Denis Butko,Education,4.78,499.0,1104,2024-12-31,Asia
4476,2,Kazakhstan,3 күнде Құранға түсу,Shyngys Orynbassar,Education,4.64,0.0,25,2024-12-31,Asia
4477,3,Kazakhstan,StarMap 3D+ Plus: Star Gazing,Sanville Software,Education,4.69,1.0,16,2024-12-31,Asia
4478,4,Kazakhstan,Учим цвета весело!,ARAMAIS AYRAPETYAN,Education,4.37,999.0,62,2024-12-31,Asia
4479,5,Kazakhstan,The Scale of the Universe 2,Michael Huang,Education,0.0,499.0,0,2024-12-31,Asia
4480,6,Kazakhstan,Gus on the Go: English,toojuice,Education,0.0,1.0,0,2024-12-31,Asia
4481,7,Kazakhstan,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,3.78,12.0,9,2024-12-31,Asia
4482,8,Kazakhstan,Полиглот - Английские слова,Axidep LLC,Education,5.0,499.0,23,2024-12-31,Asia
4483,9,Kazakhstan,Полиглот 32 - Английский язык,Axidep LLC,Education,3.82,999.0,11,2024-12-31,Asia
4484,10,Kazakhstan,SkyView®,Terminal Eleven LLC,Education,5.0,1.0,1,2024-12-31,Asia
4485,11,Kazakhstan,Полный Грамотей для детей!,Nekhoroshev Ilya,Education,4.63,499.0,8,2024-12-31,Asia
4486,12,Kazakhstan,WikiArt,Little Marvel Software Inc.,Education,5.0,2.0,5,2024-12-31,Asia
